2017-04-22 20:32:57,382 [1]INFO  ASP.global_asax - ÏµÍ³Æô¶¯
2017-04-22 20:33:03,408 [9]INFO  NHibernate.Cfg.SettingsFactory - Ignoring exceptions in BeforeTransactionCompletion : disabled
2017-04-22 20:33:03,429 [9]INFO  NHibernate.Impl.SessionFactoryImpl - building session factory
2017-04-22 20:33:03,859 [9]INFO  NHibernate.Impl.SessionFactoryObjectFactory - no name configured
2017-04-22 20:33:03,865 [9]INFO  NHibernate.Dialect.Dialect - Using dialect: NHibernate.Dialect.MsSql2012Dialect
2017-04-22 20:33:03,872 [9]INFO  NHibernate.Tool.hbm2ddl.SchemaUpdate - Running hbm2ddl schema update
2017-04-22 20:33:03,877 [9]INFO  NHibernate.Tool.hbm2ddl.SchemaUpdate - fetching database metadata
2017-04-22 20:33:03,881 [9]INFO  NHibernate.Connection.ConnectionProviderFactory - Initializing connection provider: NHibernate.Connection.DriverConnectionProvider
2017-04-22 20:33:03,886 [9]INFO  NHibernate.Connection.ConnectionProvider - Configuring ConnectionProvider
2017-04-22 20:33:04,001 [9]INFO  NHibernate.Tool.hbm2ddl.SchemaUpdate - updating schema
2017-04-22 20:33:04,011 [9]INFO  NHibernate.Cfg.Configuration - checking mappings queue
2017-04-22 20:33:04,017 [9]INFO  NHibernate.Cfg.Configuration - processing one-to-many association mappings
2017-04-22 20:33:04,022 [9]INFO  NHibernate.Cfg.Configuration - processing one-to-one association property references
2017-04-22 20:33:04,027 [9]INFO  NHibernate.Cfg.Configuration - processing foreign key constraints
2017-04-22 20:33:04,033 [9]INFO  NHibernate.Cfg.Configuration - processing filters (second pass)
2017-04-22 20:33:04,311 [9]INFO  NHibernate.Dialect.Schema.ITableMetadata - table found: ExtApp.dbo.AppDatabaseBackup
2017-04-22 20:33:04,317 [9]INFO  NHibernate.Dialect.Schema.ITableMetadata - columns: id, name, filename, addtime, iscurrent, adduserid, comment
2017-04-22 20:33:04,322 [9]INFO  NHibernate.Dialect.Schema.ITableMetadata - foreign keys: fk__appdataba__addus__3d5e1fd2, fk__appdataba__addus__3e52440b, fk__appdataba__addus__3f466844, fk562f890d9ce719d5
2017-04-22 20:33:04,327 [9]INFO  NHibernate.Dialect.Schema.ITableMetadata - indexes: pk__appdatab__3214ec2768582a8d
2017-04-22 20:33:04,425 [9]INFO  NHibernate.Dialect.Schema.ITableMetadata - table found: ExtApp.dbo.AppMenu
2017-04-22 20:33:04,431 [9]INFO  NHibernate.Dialect.Schema.ITableMetadata - columns: id, name, code, pid, urltype, url, icontype, icon, status, sort, comment
2017-04-22 20:33:04,436 [9]INFO  NHibernate.Dialect.Schema.ITableMetadata - foreign keys: fk__appmenu__icontyp__5be2a6f2, fk__appmenu__pid__59063a47, fk__appmenu__pid__59fa5e80, fk__appmenu__pid__5aee82b9, fk__appmenu__pid__5cd6cb2b, fkb3f74031377c9cdb, fkb3f740314a79dfa8, fkb3f74031cf2103b3
2017-04-22 20:33:04,442 [9]INFO  NHibernate.Dialect.Schema.ITableMetadata - indexes: pk__appmenu__3214ec2769b8d136
2017-04-22 20:33:04,532 [9]INFO  NHibernate.Dialect.Schema.ITableMetadata - table found: ExtApp.dbo.AppConfigSection
2017-04-22 20:33:04,536 [9]INFO  NHibernate.Dialect.Schema.ITableMetadata - columns: id, name, status, sectionid, sort, comment
2017-04-22 20:33:04,541 [9]INFO  NHibernate.Dialect.Schema.ITableMetadata - foreign keys: fk__appconfig__secti__3a81b327, fk__appconfig__secti__3b75d760, fk__appconfig__secti__3c69fb99
2017-04-22 20:33:04,545 [9]INFO  NHibernate.Dialect.Schema.ITableMetadata - indexes: pk__appconfi__3214ec271a832bdf
2017-04-22 20:33:04,626 [9]INFO  NHibernate.Dialect.Schema.ITableMetadata - table found: ExtApp.dbo.AppConfig
2017-04-22 20:33:04,630 [9]INFO  NHibernate.Dialect.Schema.ITableMetadata - columns: id, name, configkey, configvalue, status, sectionid, sort, comment
2017-04-22 20:33:04,636 [9]INFO  NHibernate.Dialect.Schema.ITableMetadata - foreign keys: fk__appconfig__secti__36b12243, fk__appconfig__secti__37a5467c, fk__appconfig__secti__38996ab5, fk__appconfig__secti__398d8eee, fkdfb8a1d43d863c
2017-04-22 20:33:04,640 [9]INFO  NHibernate.Dialect.Schema.ITableMetadata - indexes: pk__appconfi__3214ec278ff2c1ed
2017-04-22 20:33:04,720 [9]INFO  NHibernate.Dialect.Schema.ITableMetadata - table found: ExtApp.dbo.AppRoleMenu
2017-04-22 20:33:04,725 [9]INFO  NHibernate.Dialect.Schema.ITableMetadata - columns: id, roleid, menuid
2017-04-22 20:33:04,729 [9]INFO  NHibernate.Dialect.Schema.ITableMetadata - foreign keys: fk__approleme__menui__5ebf139d, fk__approleme__menui__60a75c0f, fk__approleme__rolei__5fb337d6, fk__approleme__rolei__619b8048, fk36839f5318f805c3, fk36839f534e02bf52
2017-04-22 20:33:04,734 [9]INFO  NHibernate.Dialect.Schema.ITableMetadata - indexes: pk__approlem__3214ec2708f221bc
2017-04-22 20:33:04,763 [9]INFO  NHibernate.Dialect.Schema.ITableMetadata - table found: ExtApp.dbo.AppDept
2017-04-22 20:33:04,768 [9]INFO  NHibernate.Dialect.Schema.ITableMetadata - columns: id, pid, code, name, status, addtime, sort, comment, adduserid, type, typeid
2017-04-22 20:33:04,772 [9]INFO  NHibernate.Dialect.Schema.ITableMetadata - foreign keys: fk__appdept__adduser__403a8c7d, fk__appdept__adduser__412eb0b6, fk__appdept__adduser__4222d4ef, fk__appdept__adduser__47dbae45, fk__appdept__pid__4316f928, fk__appdept__pid__440b1d61, fk__appdept__pid__44ff419a, fk__appdept__pid__48cfd27e, fk__appdept__typeid__45f365d3, fk__appdept__typeid__46e78a0c, fk494acb96561e358d, fk494acb969ce719d5, fk494acb96e7f603ac
2017-04-22 20:33:04,777 [9]INFO  NHibernate.Dialect.Schema.ITableMetadata - indexes: pk__appdept__3214ec2794acc78a
2017-04-22 20:33:04,858 [9]INFO  NHibernate.Dialect.Schema.ITableMetadata - table found: ExtApp.dbo.AppDicItem
2017-04-22 20:33:04,862 [9]INFO  NHibernate.Dialect.Schema.ITableMetadata - columns: id, dicid, code, name, status, sort, comment
2017-04-22 20:33:04,866 [9]INFO  NHibernate.Dialect.Schema.ITableMetadata - foreign keys: fk__appdicite__dicid__4bac3f29, fk__appdicite__dicid__4ca06362, fk__appdicite__dicid__4d94879b, fk__appdicite__dicid__4e88abd4, fk6c3527bab52c1666
2017-04-22 20:33:04,871 [9]INFO  NHibernate.Dialect.Schema.ITableMetadata - indexes: pk__appdicit__3214ec2764a7b571
2017-04-22 20:33:04,956 [9]INFO  NHibernate.Dialect.Schema.ITableMetadata - table found: ExtApp.dbo.AppDic
2017-04-22 20:33:04,961 [9]INFO  NHibernate.Dialect.Schema.ITableMetadata - columns: id, code, type, name, status, sort, comment
2017-04-22 20:33:04,966 [9]INFO  NHibernate.Dialect.Schema.ITableMetadata - foreign keys: fk__appdic__type__49c3f6b7, fk__appdic__type__4ab81af0, fk7427edc8ea0cee38
2017-04-22 20:33:04,970 [9]INFO  NHibernate.Dialect.Schema.ITableMetadata - indexes: pk__appdic__3214ec27aa97e6c0
2017-04-22 20:33:05,000 [9]INFO  NHibernate.Dialect.Schema.ITableMetadata - table found: ExtApp.dbo.AppLog
2017-04-22 20:33:05,004 [9]INFO  NHibernate.Dialect.Schema.ITableMetadata - columns: id, type, source, level, userid, addtime, ip, title, content, status, comment
2017-04-22 20:33:05,009 [9]INFO  NHibernate.Dialect.Schema.ITableMetadata - foreign keys: fk__applog__level__4f7cd00d, fk__applog__level__5535a963, fk__applog__source__5070f446, fk__applog__source__5629cd9c, fk__applog__type__5165187f, fk__applog__type__5812160e, fk__applog__userid__52593cb8, fk__applog__userid__534d60f1, fk__applog__userid__5441852a, fk__applog__userid__571df1d5, fkcf4bedc662237b5c, fkcf4bedc6d4acec9d, fkcf4bedc6e453baf1, fkcf4bedc6ea0cee38
2017-04-22 20:33:05,014 [9]INFO  NHibernate.Dialect.Schema.ITableMetadata - indexes: pk__applog__3214ec2725744335
2017-04-22 20:33:05,034 [9]INFO  NHibernate.Dialect.Schema.ITableMetadata - table found: ExtApp.dbo.AppRole
2017-04-22 20:33:05,039 [9]INFO  NHibernate.Dialect.Schema.ITableMetadata - columns: id, name, status, code, sort, comment
2017-04-22 20:33:05,044 [9]INFO  NHibernate.Dialect.Schema.ITableMetadata - foreign keys: 
2017-04-22 20:33:05,046 [9]INFO  NHibernate.Dialect.Schema.ITableMetadata - indexes: pk__approle__3214ec2704c54f0c
2017-04-22 20:33:05,086 [9]INFO  NHibernate.Dialect.Schema.ITableMetadata - table found: ExtApp.dbo.AppUser
2017-04-22 20:33:05,091 [9]INFO  NHibernate.Dialect.Schema.ITableMetadata - columns: id, username, password, name, sex, roleid, deptid, status, duty, phone, email, faceurl, addtime, sort, comment, birthday, address, isadmin
2017-04-22 20:33:05,097 [9]INFO  NHibernate.Dialect.Schema.ITableMetadata - foreign keys: fk__appuser__deptid__628fa481, fk__appuser__deptid__6383c8ba, fk__appuser__deptid__6477ecf3, fk__appuser__deptid__6a30c649, fk__appuser__roleid__656c112c, fk__appuser__roleid__66603565, fk__appuser__roleid__6754599e, fk__appuser__roleid__693ca210, fk__appuser__sex__68487dd7, fk__appuser__sex__6b24ea82, fk1960fea4e02bf52, fk1960fea9ee3a629, fk1960fead30d5551
2017-04-22 20:33:05,102 [9]INFO  NHibernate.Dialect.Schema.ITableMetadata - indexes: pk__appuser__3214ec27ba4d6584
2017-04-22 20:33:05,135 [9]INFO  NHibernate.Tool.hbm2ddl.SchemaUpdate - schema update complete
2017-04-22 20:33:05,266 [9]INFO  NHibernate.Loader.Loader - SELECT this_.ID as ID1_10_0_, this_.Username as Usern2_10_0_, this_.Password as Passw3_10_0_, this_.Name as Name4_10_0_, this_.Sex as Sex5_10_0_, this_.Duty as Duty6_10_0_, this_.Phone as Phone7_10_0_, this_.Email as Email8_10_0_, this_.Birthday as Birth9_10_0_, this_.Address as Addr10_10_0_, this_.FaceUrl as Face11_10_0_, this_.AddTime as AddT12_10_0_, this_.Sort as Sort13_10_0_, this_.Status as Stat14_10_0_, this_.Comment as Comm15_10_0_, this_.isAdmin as isAd16_10_0_, this_.DeptID as Dept17_10_0_, this_.RoleID as Role18_10_0_ FROM AppUser this_ WHERE this_.ID = @p0
2017-04-22 20:33:05,384 [9]INFO  NHibernate.Loader.Loader - SELECT dept0_.ID as ID1_5_0_, dept0_.Code as Code2_5_0_, dept0_.Name as Name3_5_0_, dept0_.Type as Type4_5_0_, dept0_.AddTime as AddTim5_5_0_, dept0_.Sort as Sort6_5_0_, dept0_.Status as Status7_5_0_, dept0_.Comment as Commen8_5_0_, dept0_.PID as PID9_5_0_, dept0_.AddUserID as AddUs10_5_0_ FROM AppDept dept0_ WHERE dept0_.ID=@p0
2017-04-22 20:33:05,402 [9]INFO  NHibernate.Loader.Loader - SELECT role0_.ID as ID1_9_0_, role0_.Code as Code2_9_0_, role0_.Name as Name3_9_0_, role0_.Sort as Sort4_9_0_, role0_.Status as Status5_9_0_, role0_.Comment as Commen6_9_0_ FROM AppRole role0_ WHERE role0_.ID=@p0
2017-04-22 20:33:05,419 [9]INFO  NHibernate.Loader.Loader - SELECT this_.ID as ID1_10_0_, this_.Username as Usern2_10_0_, this_.Password as Passw3_10_0_, this_.Name as Name4_10_0_, this_.Sex as Sex5_10_0_, this_.Duty as Duty6_10_0_, this_.Phone as Phone7_10_0_, this_.Email as Email8_10_0_, this_.Birthday as Birth9_10_0_, this_.Address as Addr10_10_0_, this_.FaceUrl as Face11_10_0_, this_.AddTime as AddT12_10_0_, this_.Sort as Sort13_10_0_, this_.Status as Stat14_10_0_, this_.Comment as Comm15_10_0_, this_.isAdmin as isAd16_10_0_, this_.DeptID as Dept17_10_0_, this_.RoleID as Role18_10_0_ FROM AppUser this_ WHERE this_.ID = @p0
2017-04-22 20:33:05,428 [9]INFO  NHibernate.Loader.Loader - SELECT this_.ID as ID1_10_0_, this_.Username as Usern2_10_0_, this_.Password as Passw3_10_0_, this_.Name as Name4_10_0_, this_.Sex as Sex5_10_0_, this_.Duty as Duty6_10_0_, this_.Phone as Phone7_10_0_, this_.Email as Email8_10_0_, this_.Birthday as Birth9_10_0_, this_.Address as Addr10_10_0_, this_.FaceUrl as Face11_10_0_, this_.AddTime as AddT12_10_0_, this_.Sort as Sort13_10_0_, this_.Status as Stat14_10_0_, this_.Comment as Comm15_10_0_, this_.isAdmin as isAd16_10_0_, this_.DeptID as Dept17_10_0_, this_.RoleID as Role18_10_0_ FROM AppUser this_ WHERE this_.ID = @p0
2017-04-22 20:33:05,451 [9]INFO  NHibernate.Loader.Loader - SELECT this_.ID as ID1_4_0_, this_.RoleID as RoleID2_4_0_, this_.MenuID as MenuID3_4_0_ FROM AppRoleMenu this_ WHERE this_.RoleID = @p0 ORDER BY this_.ID desc
2017-04-22 20:33:05,464 [9]INFO  NHibernate.Loader.Loader - SELECT menu0_.ID as ID1_1_0_, menu0_.Code as Code2_1_0_, menu0_.Name as Name3_1_0_, menu0_.UrlType as UrlTyp4_1_0_, menu0_.Url as Url5_1_0_, menu0_.IconType as IconTy6_1_0_, menu0_.Icon as Icon7_1_0_, menu0_.Sort as Sort8_1_0_, menu0_.Status as Status9_1_0_, menu0_.Comment as Comme10_1_0_, menu0_.PID as PID11_1_0_ FROM AppMenu menu0_ WHERE menu0_.ID=@p0
2017-04-22 20:33:05,481 [9]INFO  NHibernate.Loader.Loader - SELECT menu0_.ID as ID1_1_0_, menu0_.Code as Code2_1_0_, menu0_.Name as Name3_1_0_, menu0_.UrlType as UrlTyp4_1_0_, menu0_.Url as Url5_1_0_, menu0_.IconType as IconTy6_1_0_, menu0_.Icon as Icon7_1_0_, menu0_.Sort as Sort8_1_0_, menu0_.Status as Status9_1_0_, menu0_.Comment as Comme10_1_0_, menu0_.PID as PID11_1_0_ FROM AppMenu menu0_ WHERE menu0_.ID=@p0
2017-04-22 20:33:05,494 [9]INFO  NHibernate.Loader.Loader - SELECT menu0_.ID as ID1_1_0_, menu0_.Code as Code2_1_0_, menu0_.Name as Name3_1_0_, menu0_.UrlType as UrlTyp4_1_0_, menu0_.Url as Url5_1_0_, menu0_.IconType as IconTy6_1_0_, menu0_.Icon as Icon7_1_0_, menu0_.Sort as Sort8_1_0_, menu0_.Status as Status9_1_0_, menu0_.Comment as Comme10_1_0_, menu0_.PID as PID11_1_0_ FROM AppMenu menu0_ WHERE menu0_.ID=@p0
2017-04-22 20:33:05,507 [9]INFO  NHibernate.Loader.Loader - SELECT menu0_.ID as ID1_1_0_, menu0_.Code as Code2_1_0_, menu0_.Name as Name3_1_0_, menu0_.UrlType as UrlTyp4_1_0_, menu0_.Url as Url5_1_0_, menu0_.IconType as IconTy6_1_0_, menu0_.Icon as Icon7_1_0_, menu0_.Sort as Sort8_1_0_, menu0_.Status as Status9_1_0_, menu0_.Comment as Comme10_1_0_, menu0_.PID as PID11_1_0_ FROM AppMenu menu0_ WHERE menu0_.ID=@p0
2017-04-22 20:33:05,519 [9]INFO  NHibernate.Loader.Loader - SELECT menu0_.ID as ID1_1_0_, menu0_.Code as Code2_1_0_, menu0_.Name as Name3_1_0_, menu0_.UrlType as UrlTyp4_1_0_, menu0_.Url as Url5_1_0_, menu0_.IconType as IconTy6_1_0_, menu0_.Icon as Icon7_1_0_, menu0_.Sort as Sort8_1_0_, menu0_.Status as Status9_1_0_, menu0_.Comment as Comme10_1_0_, menu0_.PID as PID11_1_0_ FROM AppMenu menu0_ WHERE menu0_.ID=@p0
2017-04-22 20:33:05,527 [9]INFO  NHibernate.Loader.Loader - SELECT menu0_.ID as ID1_1_0_, menu0_.Code as Code2_1_0_, menu0_.Name as Name3_1_0_, menu0_.UrlType as UrlTyp4_1_0_, menu0_.Url as Url5_1_0_, menu0_.IconType as IconTy6_1_0_, menu0_.Icon as Icon7_1_0_, menu0_.Sort as Sort8_1_0_, menu0_.Status as Status9_1_0_, menu0_.Comment as Comme10_1_0_, menu0_.PID as PID11_1_0_ FROM AppMenu menu0_ WHERE menu0_.ID=@p0
2017-04-22 20:33:05,535 [9]INFO  NHibernate.Loader.Loader - SELECT menu0_.ID as ID1_1_0_, menu0_.Code as Code2_1_0_, menu0_.Name as Name3_1_0_, menu0_.UrlType as UrlTyp4_1_0_, menu0_.Url as Url5_1_0_, menu0_.IconType as IconTy6_1_0_, menu0_.Icon as Icon7_1_0_, menu0_.Sort as Sort8_1_0_, menu0_.Status as Status9_1_0_, menu0_.Comment as Comme10_1_0_, menu0_.PID as PID11_1_0_ FROM AppMenu menu0_ WHERE menu0_.ID=@p0
2017-04-22 20:33:05,546 [9]INFO  NHibernate.Loader.Loader - SELECT menu0_.ID as ID1_1_0_, menu0_.Code as Code2_1_0_, menu0_.Name as Name3_1_0_, menu0_.UrlType as UrlTyp4_1_0_, menu0_.Url as Url5_1_0_, menu0_.IconType as IconTy6_1_0_, menu0_.Icon as Icon7_1_0_, menu0_.Sort as Sort8_1_0_, menu0_.Status as Status9_1_0_, menu0_.Comment as Comme10_1_0_, menu0_.PID as PID11_1_0_ FROM AppMenu menu0_ WHERE menu0_.ID=@p0
2017-04-22 20:33:05,556 [9]INFO  NHibernate.Loader.Loader - SELECT menu0_.ID as ID1_1_0_, menu0_.Code as Code2_1_0_, menu0_.Name as Name3_1_0_, menu0_.UrlType as UrlTyp4_1_0_, menu0_.Url as Url5_1_0_, menu0_.IconType as IconTy6_1_0_, menu0_.Icon as Icon7_1_0_, menu0_.Sort as Sort8_1_0_, menu0_.Status as Status9_1_0_, menu0_.Comment as Comme10_1_0_, menu0_.PID as PID11_1_0_ FROM AppMenu menu0_ WHERE menu0_.ID=@p0
2017-04-22 20:33:05,562 [9]INFO  NHibernate.Loader.Loader - SELECT menu0_.ID as ID1_1_0_, menu0_.Code as Code2_1_0_, menu0_.Name as Name3_1_0_, menu0_.UrlType as UrlTyp4_1_0_, menu0_.Url as Url5_1_0_, menu0_.IconType as IconTy6_1_0_, menu0_.Icon as Icon7_1_0_, menu0_.Sort as Sort8_1_0_, menu0_.Status as Status9_1_0_, menu0_.Comment as Comme10_1_0_, menu0_.PID as PID11_1_0_ FROM AppMenu menu0_ WHERE menu0_.ID=@p0
2017-04-22 20:33:05,570 [9]INFO  NHibernate.Loader.Loader - SELECT menu0_.ID as ID1_1_0_, menu0_.Code as Code2_1_0_, menu0_.Name as Name3_1_0_, menu0_.UrlType as UrlTyp4_1_0_, menu0_.Url as Url5_1_0_, menu0_.IconType as IconTy6_1_0_, menu0_.Icon as Icon7_1_0_, menu0_.Sort as Sort8_1_0_, menu0_.Status as Status9_1_0_, menu0_.Comment as Comme10_1_0_, menu0_.PID as PID11_1_0_ FROM AppMenu menu0_ WHERE menu0_.ID=@p0
2017-04-22 20:33:05,818 [12]INFO  NHibernate.Loader.Loader - SELECT this_.ID as ID1_10_0_, this_.Username as Usern2_10_0_, this_.Password as Passw3_10_0_, this_.Name as Name4_10_0_, this_.Sex as Sex5_10_0_, this_.Duty as Duty6_10_0_, this_.Phone as Phone7_10_0_, this_.Email as Email8_10_0_, this_.Birthday as Birth9_10_0_, this_.Address as Addr10_10_0_, this_.FaceUrl as Face11_10_0_, this_.AddTime as AddT12_10_0_, this_.Sort as Sort13_10_0_, this_.Status as Stat14_10_0_, this_.Comment as Comm15_10_0_, this_.isAdmin as isAd16_10_0_, this_.DeptID as Dept17_10_0_, this_.RoleID as Role18_10_0_ FROM AppUser this_ WHERE this_.ID = @p0
2017-04-22 20:33:05,828 [12]INFO  NHibernate.Loader.Loader - SELECT dept0_.ID as ID1_5_0_, dept0_.Code as Code2_5_0_, dept0_.Name as Name3_5_0_, dept0_.Type as Type4_5_0_, dept0_.AddTime as AddTim5_5_0_, dept0_.Sort as Sort6_5_0_, dept0_.Status as Status7_5_0_, dept0_.Comment as Commen8_5_0_, dept0_.PID as PID9_5_0_, dept0_.AddUserID as AddUs10_5_0_ FROM AppDept dept0_ WHERE dept0_.ID=@p0
2017-04-22 20:33:05,835 [12]INFO  NHibernate.Loader.Loader - SELECT role0_.ID as ID1_9_0_, role0_.Code as Code2_9_0_, role0_.Name as Name3_9_0_, role0_.Sort as Sort4_9_0_, role0_.Status as Status5_9_0_, role0_.Comment as Commen6_9_0_ FROM AppRole role0_ WHERE role0_.ID=@p0
2017-04-22 20:33:05,843 [12]INFO  NHibernate.Loader.Loader - SELECT this_.ID as ID1_10_0_, this_.Username as Usern2_10_0_, this_.Password as Passw3_10_0_, this_.Name as Name4_10_0_, this_.Sex as Sex5_10_0_, this_.Duty as Duty6_10_0_, this_.Phone as Phone7_10_0_, this_.Email as Email8_10_0_, this_.Birthday as Birth9_10_0_, this_.Address as Addr10_10_0_, this_.FaceUrl as Face11_10_0_, this_.AddTime as AddT12_10_0_, this_.Sort as Sort13_10_0_, this_.Status as Stat14_10_0_, this_.Comment as Comm15_10_0_, this_.isAdmin as isAd16_10_0_, this_.DeptID as Dept17_10_0_, this_.RoleID as Role18_10_0_ FROM AppUser this_ WHERE this_.ID = @p0
